CASEID,STATE,DETOX,TREATMT,OWNERSHP,FEDOWN,SRVC71,SRVC108,SRVC85,SRVC87,SRVC86,OTP,OTPALL,OTPTYPE,COMPSAT,DUI_DWI,ONLYDUI,SIGNLANG,LANG,LANG16,LANG1,LANG2,LANG3,LANG21,LANG4,LANG5,LANG6,LANG7,LANG8,LANG9,LANG10,LANG22,LANG11,LANG19,LANG23,LANG12,LANG13,LANG14,LANG15,LANG20,LANG17,LANG18,SRVC33,SRVC63,SRVC62,SRVC113,SRVC114,SRVC115,SRVC61,SRVC31,SRVC32,SRVC116,CTYPE4,CTYPEHI1,CTYPEHI2,CTYPE7,CTYPERC1,CTYPERC3,CTYPERC4,SRVC75,CTYPE1,CTYPE6,CTYPEML,CTYPEOP,CTYPE2,CTYPE3,FEESCALE,PAYASST,REVCHK3,REVCHK1,REVCHK8,REVCHK5,REVCHK10,REVCHK15,REVCHK2,REVCHK17,LOC5
104,AL,0,1,2,,0,0,0,0,0,0,,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0
105,AL,0,1,2,,0,0,0,0,0,0,,,3,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,1,1,0,,,1,0,1,0,0,0,,,,,,1,1,0,1,0,1,1,1,1,0,0
106,AL,0,1,2,,0,0,0,0,0,0,,,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0
107,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0
108,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,0,0,0,,,,,,1,1,0,1,0,1,0,1,1,0,0
109,AL,0,1,1,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,D,0
110,AL,0,1,1,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
111,AL,0,1,2,,0,0,0,0,0,0,,,M,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0
112,AL,0,1,2,,1,1,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0
113,AL,0,1,2,,1,1,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,D,0
114,AL,0,1,2,,1,1,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0
115,AL,0,1,1,,0,0,1,0,0,1,1,1,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
116,AL,0,1,1,,0,0,1,0,0,1,1,1,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,0,0,0,,,0,,,,,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
117,AL,1,1,1,,0,0,1,0,0,1,1,3,2,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,,,0,,,,,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
118,AL,1,1,1,,0,0,1,1,0,1,1,3,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,1,0,0,,,0,,,,,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
119,AL,1,1,1,,1,0,0,1,1,0,0,3,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,1,1,1,0,,,,,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0
120,AL,0,1,2,,0,0,0,0,0,0,,,5,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,,,1,0,0,1,1,0,,,,,,0,1,0,0,0,1,0,0,0,0,0
121,AL,0,1,1,,0,1,0,1,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,D,0
122,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,D,0
123,AL,0,1,2,,0,0,0,0,0,0,,,M,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0
124,AL,1,1,1,,0,1,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
125,AL,0,1,1,,0,0,0,0,0,0,,,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
126,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,1,0,0,,,,,,0,0,0,1,0,0,0,0,0,0,0
127,AL,0,1,1,,0,0,1,0,0,1,1,1,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
128,AL,0,1,2,,0,0,0,0,0,0,,,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,D,0
129,AL,0,1,2,,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
130,AL,0,1,3,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,D,0
131,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0
132,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
133,AL,1,1,6,1,0,0,0,0,0,0,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,D,D,D,D,1,1,D,1
134,AL,0,1,2,,0,0,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
135,AL,0,1,1,,1,1,1,1,1,1,0,1,4,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,,,0,,,,,1,0,1,0,1,1,1,1,0,1,0,1,0,D,1,0,0
136,AL,0,1,2,,0,0,0,0,0,0,,,5,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
137,AL,0,1,1,,0,0,0,0,0,0,,,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
138,AL,0,1,2,,0,0,0,0,0,0,,,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0
139,AL,1,1,1,,0,0,1,1,0,1,1,3,1,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
140,AL,0,1,1,,0,0,1,1,1,1,1,3,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,,,0,,,,,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
141,AL,1,1,1,,0,0,1,1,1,1,1,3,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,1,1,1,1,0,,,0,,,,,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
142,AL,0,1,2,,0,0,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,1,1,0,0,0,,,1,0,0,1,0,0,,,,,,1,1,0,1,0,0,0,0,0,0,1
143,AL,1,1,1,,0,0,1,1,1,1,1,3,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
144,AL,1,1,1,,0,0,1,0,1,1,1,3,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
145,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,,,1,0,1,1,1,0,,,,,,1,1,0,1,0,1,0,0,0,0,0
146,AL,0,1,1,,0,0,1,0,0,1,1,1,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
147,AL,0,1,1,,0,0,1,0,0,1,1,1,1,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,1,1,0,0,,,0,,,,,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
148,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
149,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
150,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0
151,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0
152,AL,0,1,1,,0,0,0,1,1,0,1,3,5,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
153,AL,0,1,2,,0,0,0,0,0,0,,,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,1,1,0,1,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0
154,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0
155,AL,0,1,2,,0,0,0,0,0,0,,,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,1,1,0,,,1,0,0,1,0,0,,,,,,1,0,0,1,0,0,0,0,0,D,1
156,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,D,0
157,AL,0,1,1,,1,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0
158,AL,1,1,1,,0,0,1,0,0,1,1,3,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
159,AL,0,1,2,,0,0,0,0,0,0,,,3,0,,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0
160,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
161,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,D,0
162,AL,1,0,1,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,0,,,,,,0,1,0,1,1,1,0,1,1,D,0
163,AL,0,1,3,,0,0,0,1,1,0,,,4,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,1,1,1,0,,,1,0,0,1,1,0,,,,,,0,1,1,0,0,0,0,0,0,0,1
164,AL,0,1,2,,0,0,0,0,0,0,,,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0
165,AL,0,1,1,,0,0,1,0,0,1,1,3,4,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,,,0,,,,,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
166,AL,0,1,3,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,1,1,1,1,1,0,,,0,,,,,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0
167,AL,0,1,4,,0,0,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,D,1,1,D,0
168,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0
169,AL,0,1,6,1,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
170,AL,0,1,3,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
171,AL,1,1,1,,0,0,1,0,1,1,1,3,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,D,0
172,AL,0,1,2,,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0
173,AL,0,1,1,,0,0,1,0,0,1,1,1,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,1,0,0,,,0,,,,,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
174,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0
175,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0
176,AL,0,1,1,,0,0,1,0,0,1,1,1,4,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,1,1,1,1,0,,,0,,,,,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0
177,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
178,AL,0,1,2,,0,0,0,0,0,0,,,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
179,AL,0,1,2,,0,0,0,0,0,0,,,4,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,1,1,0,,,1,0,1,1,0,0,,,,,,0,0,0,1,0,0,0,0,0,0,1
180,AL,0,1,2,,0,0,0,0,0,0,,,5,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
181,AL,0,1,2,,0,0,0,0,0,0,,,4,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,,,0,,,,,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
182,AL,0,1,2,,1,1,0,0,0,0,,,3,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,0,1,1,D,1,D,0
183,AL,0,1,1,,1,1,1,1,1,1,1,3,3,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,1,1,0,0,,,0,,,,,1,0,1,1,0,1,0,0,0,1,0,1,0,D,0,0,0
184,AL,0,1,6,2,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
185,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
186,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,D,0
187,AL,1,1,1,,0,1,0,1,0,0,0,2,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0
188,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,D,0
189,AL,0,1,4,,1,1,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,D,0
190,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,0,0,0,,,,,,1,1,0,1,0,1,0,0,1,D,0
191,AL,0,1,6,2,0,0,0,0,0,0,,,M,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
192,AL,1,1,1,,1,1,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0
193,AL,1,1,1,,0,1,0,1,0,0,0,2,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
194,AL,0,1,2,,0,0,0,0,0,0,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,1,0,0,1,0,0,,,,,,1,0,0,1,1,1,1,1,1,D,0
195,AL,0,1,2,,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,D,0
196,AL,0,1,2,,0,0,0,0,0,0,,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0
197,AL,0,1,4,,0,0,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,0,0,0,,,,,,1,1,0,1,1,1,D,1,1,D,0
198,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
199,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
200,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,1,0,0,,,,,,1,0,0,1,0,0,0,0,0,0,1
201,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,1,0,,,0,,,,,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,D,0
202,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,1,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,D,0
203,AL,0,1,2,,1,1,0,0,0,0,,,2,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,D,0
204,AL,0,1,2,,0,0,0,0,0,0,,,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,0,,,1,0,1,0,1,0,,,,,,1,1,0,1,0,1,1,1,1,0,0
205,AL,0,1,2,,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,D,0
206,AL,1,1,6,1,1,0,0,1,0,0,0,2,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,,,0,,,,,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0
207,AL,1,1,6,1,1,1,0,1,0,0,0,2,3,0,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,,,0,,,,,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,D,1
208,AL,1,0,1,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,0,,,,,,0,0,0,1,1,1,D,1,1,D,0
209,AL,0,1,2,,0,0,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,1,0,0,1,0,0,,,,,,1,1,0,1,0,0,0,0,0,D,1
210,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
211,AL,1,1,1,,0,0,0,0,0,0,,,1,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,,0,,,,,,0,0,0,1,1,1,0,1,1,0,0
212,AL,0,1,2,,0,0,0,0,0,0,,,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,D,0
